id,brand,conversation_id,customer_message,conversation_context,historical_response,intent,gold_escalation,gold_reason
conv_amzn_00060,AmazonHelp,conv_amzn_00060,@AmazonHelp My Ceramic Dinnerware Set arrived today but the packaging was crushed and the item is cracked in half! Do I have to send back broken glass?,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're very sorry your item arrived damaged! You do not need to ship back broken glass. Please visit Your Orders and select 'Return or replace items' to request a free replacement: https://amzn.to/your-orders. DM us if you need help: https://amzn.to/dm ^TB,damaged_or_incorrect_item,AUTO_HANDLE,Automated returns portal guidance for broken item replacement without hazardous return shipment.
conv_amzn_00061,AmazonHelp,conv_amzn_00061,@AmazonHelp I ordered a Sony Wireless Headphones ($37.00) and you sent me a box of baby wipes! Order #113-1096246-3970900. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^JW,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00062,AmazonHelp,conv_amzn_00062,@AmazonHelp Delivery photo shows a completely different apartment number (527) and a red doormat. I live in unit 785 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^AB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00063,AmazonHelp,conv_amzn_00063,@AmazonHelp I dropped off my return of Anker Portable Charger at Whole Foods Market customer desk on Tuesday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^SJ",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_00064,AmazonHelp,conv_amzn_00064,@AmazonHelp My Amazon account was suspended for 'unusual activity' and my orders were cancelled. I have $450 in gift balance that I cannot access!,Customer reaching out to @AmazonHelp regarding account access and security.,We understand your concern regarding your suspended account and balance. Please DM us your registered email so we can route your case to our Account Specialist team for priority review: https://amzn.to/dm ^JW,account_access_and_security,ESCALATE_TO_HUMAN,Account suspension with trapped funds requiring human account specialist review.
conv_amzn_00065,AmazonHelp,conv_amzn_00065,@AmazonHelp Liquid soap bottle leaked inside the box and ruined the electronics (Samsung 55-inch OLED TV) that were shipped together in the same box!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're so sorry for this shipping error! Please send us a direct message with photos of the damaged package and your order ID so we can issue a full replacement for all affected items: https://amzn.to/dm ^TB,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Cross-item hazardous spill damaging electronics; human damage assessment required.
conv_amzn_00066,AmazonHelp,conv_amzn_00066,@AmazonHelp Delivery photo shows a completely different apartment number (724) and a red doormat. I live in unit 300 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^RG",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_00067,AmazonHelp,conv_amzn_00067,@AmazonHelp I ordered a Instant Pot Duo ($226.99) and you sent me a box of pack of socks! Order #112-7407265-8551530. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^DL,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00068,AmazonHelp,conv_amzn_00068,@AmazonHelp My Levi's Denim Jacket arrived today but the packaging was crushed and the item is cracked in half! Do I have to send back broken glass?,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We're very sorry your item arrived damaged! You do not need to ship back broken glass. Please visit Your Orders and select 'Return or replace items' to request a free replacement: https://amzn.to/your-orders. DM us if you need help: https://amzn.to/dm ^JW,damaged_or_incorrect_item,AUTO_HANDLE,Automated returns portal guidance for broken item replacement without hazardous return shipment.
conv_amzn_00069,AmazonHelp,conv_amzn_00069,@AmazonHelp It has been 36 hours since my package #111-1506622-5477404 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^KL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_00070,AmazonHelp,conv_amzn_00070,@AmazonHelp Order #111-8969489-3975715 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^SJ",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_00071,AmazonHelp,conv_amzn_00071,"@AmazonHelp The Amazon app sent a notification saying my Samsung 55-inch OLED TV was delivered to my front porch 15 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^SJ",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_00072,AmazonHelp,conv_amzn_00072,@AmazonHelp My Kindle Samsung Smart TV screen is completely frozen on the waking up screen. Holding down the power button for 40 seconds does not reboot it.,Customer reaching out to @AmazonHelp regarding digital services and devices.,"We're sorry to hear about your Kindle! Please connect it to a wall charger for at least 30 minutes, then attempt the 40-second power button hold again. If it remains frozen, DM us for warranty options: https://amzn.to/dm ^RG",digital_services_and_devices,AUTO_HANDLE,Standard Kindle battery recovery protocol; escalates only if hardware unresponsive.
conv_amzn_00073,AmazonHelp,conv_amzn_00073,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #114-9774022-1028211.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^RG,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00074,AmazonHelp,conv_amzn_00074,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-3346051-6505464, but my refund of $327.00 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^SJ,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_00075,AmazonHelp,conv_amzn_00075,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #112-7614975-8373539.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^DL,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_00076,AmazonHelp,conv_amzn_00076,@AmazonHelp I ordered a Logitech Wireless Mouse ($324.99) and you sent me a box of dog food! Order #111-2645971-5223173. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^KL,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_00077,AmazonHelp,conv_amzn_00077,@AmazonHelp It has been 36 hours since my package #113-7693240-4151908 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^TB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
